Date,BTC_Price_USD,MSTR_Price_USD,BTC_Momentum_12M,BTC_Volatility_12M,MSTR_to_BTC_Ratio
2026-08-07,64880.19,100.01,-0.2903,0.5127,0.001541
2026-08-10,63910.59,97.33,-0.2798,0.5121,0.001523
2026-08-11,63551.88,96.09,-0.2465,0.5096,0.001512
2026-08-12,63402.43,94.83,-0.2515,0.5096,0.001496
2026-08-13,63402.17,97.1,-0.2485,0.5096,0.001531
2026-08-14,62975.59,93.04,-0.2683,0.5092,0.001477
2026-08-17,64506.25,97.68,-0.2604,0.5096,0.001514
2026-08-18,64680.71,92.52,-0.2863,0.5081,0.00143
2026-08-19,69266.19,104.25,-0.23,0.5128,0.001505
2026-08-20,73032.76,112.39,-0.1581,0.5144,0.001539
2026-08-21,78335.19,119.25,-0.0025,0.5096,0.001522
2026-08-24,78964.48,122.63,-0.047,0.5068,0.001553
2026-08-25,78564.98,126.83,-0.0616,0.5067,0.001614
2026-08-26,79027.42,123.19,-0.0252,0.5057,0.001559
2026-08-27,80257.54,137.4,-0.0442,0.5047,0.001712
2026-08-28,77830.29,127.31,-0.0743,0.5056,0.001636
2026-08-31,78548.63,132.94,-0.0504,0.5055,0.001692
2026-09-01,77403.62,124.88,-0.1088,0.5033,0.001613
2026-09-02,77300.48,123.19,-0.0500,0.5050,0.001594
2026-09-03,81271.74,144.82,-0.0500,0.5050,0.001782
2026-09-04,79671.97,142.80,-0.0500,0.5050,0.001792
2026-09-08,78438.58,136.52,-0.0500,0.5050,0.001740
2026-09-09,78259.52,132.70,-0.0500,0.5050,0.001696
2026-09-10,77962.78,132.70,0.6018,0.8199,0.001702
2026-09-11,76796.57,128.56,0.6306,0.8199,0.001674
2026-09-12,77283.00,130.97,0.3051,0.8066,0.001695
