Date,BTC_Price_USD,MSTR_Price_USD,BTC_Momentum_12M,BTC_Volatility_12M,MSTR_to_BTC_Ratio
2020-01-02,6985.47,14.43,0.18,0.65,0.002066
2020-01-03,7344.88,14.36,0.18,0.65,0.001955
2020-01-06,7769.22,14.43,0.18,0.65,0.001857
2020-01-07,8163.69,14.39,0.18,0.65,0.001762
2020-01-08,8079.86,14.37,0.18,0.65,0.001779
2020-01-09,7879.07,14.35,0.18,0.65,0.001821
2020-01-10,8166.55,14.24,0.18,0.65,0.001744
2020-01-13,8144.19,14.46,0.18,0.65,0.001775
2020-01-14,8827.76,14.48,0.18,0.65,0.00164
2020-01-15,8807.01,14.63,0.18,0.65,0.001661
2020-01-16,8723.79,14.67,0.18,0.65,0.001682
2020-01-17,8929.04,14.67,0.18,0.65,0.001643
2020-01-21,8745.89,14.6,0.18,0.65,0.001669
2020-01-22,8680.88,14.59,0.18,0.65,0.001681
2020-01-23,8406.52,14.57,0.18,0.65,0.001734
2020-01-24,8445.43,14.32,0.18,0.65,0.001695
2020-01-27,8909.82,14.25,0.18,0.65,0.0016
2020-01-28,9358.59,14.4,0.18,0.65,0.001539
2020-01-29,9316.63,15.26,0.18,0.65,0.001638
2020-01-30,9508.99,15.27,0.18,0.65,0.001606
2020-01-31,9350.53,15.2,0.18,0.65,0.001626
2020-02-03,9293.52,14.95,0.18,0.65,0.001608
2020-02-04,9180.96,15.18,0.18,0.65,0.001654
2020-02-05,9613.42,15.28,0.18,0.65,0.00159
2020-02-06,9729.8,15.22,0.18,0.65,0.001565
2020-02-07,9795.94,15.27,0.18,0.65,0.001558
2020-02-10,9856.61,15.15,0.18,0.65,0.001537
2020-02-11,10208.24,15.21,0.18,0.65,0.00149
2020-02-12,10326.05,14.98,0.18,0.65,0.001451
2020-02-13,10214.38,14.81,0.18,0.65,0.00145
2020-02-14,10312.12,14.88,0.18,0.65,0.001443
2020-02-18,10142.0,14.8,0.18,0.65,0.001459
2020-02-19,9633.39,14.96,0.18,0.65,0.001553
2020-02-20,9608.48,14.98,0.18,0.65,0.001559
2020-02-21,9686.44,14.99,0.18,0.65,0.001548
2020-02-24,9650.17,14.59,0.18,0.65,0.001512
2020-02-25,9341.71,14.01,0.18,0.65,0.001499
2020-02-26,8820.52,14.01,0.18,0.65,0.001589
2020-02-27,8784.49,13.62,0.18,0.65,0.001551
2020-02-28,8672.46,13.52,0.18,0.65,0.001558
2020-03-02,8869.67,13.67,0.18,0.65,0.001541
2020-03-03,8787.79,13.44,0.18,0.65,0.001529
2020-03-04,8755.25,13.62,0.18,0.65,0.001555
2020-03-05,9078.76,13.69,0.18,0.65,0.001508
2020-03-06,9122.55,13.63,0.18,0.65,0.001494
2020-03-09,7923.64,12.94,0.18,0.65,0.001633
2020-03-10,7909.73,13.0,0.18,0.65,0.001643
2020-03-11,7911.43,12.41,0.18,0.65,0.001569
2020-03-12,4970.79,10.85,0.18,0.65,0.002183
2020-03-13,5563.71,11.13,0.18,0.65,0.002001
2020-03-16,5014.48,10.67,0.18,0.65,0.002127
2020-03-17,5225.63,10.94,0.18,0.65,0.002093
2020-03-18,5238.44,9.22,0.18,0.65,0.00176
2020-03-19,6191.19,10.54,0.18,0.65,0.001702
2020-03-20,6198.78,10.07,0.18,0.65,0.001625
2020-03-23,6416.31,10.25,0.18,0.65,0.001597
2020-03-24,6734.8,10.69,0.18,0.65,0.001587
2020-03-25,6681.06,10.41,0.18,0.65,0.001559
2020-03-26,6716.44,11.05,0.18,0.65,0.001646
2020-03-27,6469.8,10.63,0.18,0.65,0.001643
2020-03-30,6429.84,11.02,0.18,0.65,0.001715
2020-03-31,6438.64,11.81,0.18,0.65,0.001834
2020-04-01,6606.78,11.34,0.18,0.65,0.001716
2020-04-02,6793.62,11.45,0.18,0.65,0.001685
2020-04-03,6733.39,11.22,0.18,0.65,0.001667
2020-04-06,7271.78,11.6,0.18,0.65,0.001596
2020-04-07,7176.41,11.77,0.18,0.65,0.00164
2020-04-08,7334.1,12.3,0.18,0.65,0.001677
2020-04-09,7302.09,12.54,0.18,0.65,0.001718
2020-04-13,6845.04,12.21,0.18,0.65,0.001784
2020-04-14,6842.43,12.65,0.18,0.65,0.001849
2020-04-15,6642.11,12.26,0.18,0.65,0.001846
2020-04-16,7116.8,12.41,0.18,0.65,0.001744
2020-04-17,7096.18,12.65,0.18,0.65,0.001783
2020-04-20,6881.96,12.69,0.18,0.65,0.001844
2020-04-21,6880.32,12.27,0.18,0.65,0.001783
2020-04-22,7117.21,12.5,0.18,0.65,0.001756
2020-04-23,7429.72,12.6,0.18,0.65,0.001696
2020-04-24,7550.9,12.56,0.18,0.65,0.001663
2020-04-27,7795.6,12.92,0.18,0.65,0.001658
2020-04-28,7807.06,12.89,0.18,0.65,0.00165
2020-04-29,8801.04,12.75,0.18,0.65,0.001448
2020-04-30,8658.55,12.63,0.18,0.65,0.001459
2020-05-01,8864.77,12.26,0.18,0.65,0.001383
2020-05-04,8912.65,11.85,0.18,0.65,0.00133
2020-05-05,9003.07,12.08,0.18,0.65,0.001342
2020-05-06,9268.76,12.2,0.18,0.65,0.001316
2020-05-07,9951.52,12.35,0.18,0.65,0.001241
2020-05-08,9842.67,12.47,0.18,0.65,0.001267
2020-05-11,8601.8,12.38,0.18,0.65,0.001439
2020-05-12,8804.48,12.01,0.2604,1.2728,0.001364
2020-05-13,9269.99,11.49,0.327,1.2695,0.00124
2020-05-14,9733.72,11.32,0.3934,1.2658,0.001163
2020-05-15,9328.2,11.56,0.3354,1.2622,0.001239
2020-05-18,9726.58,12.01,0.3924,1.2577,0.001235
2020-05-19,9729.04,11.91,0.3928,1.2511,0.001224
2020-05-20,9522.98,12.12,0.3633,1.2454,0.001273
2020-05-21,9081.76,12.07,0.3001,1.2428,0.001329
2020-05-22,9182.58,12.24,0.3145,1.2365,0.001333
2020-05-26,8835.05,12.47,0.2648,1.2327,0.001412
2020-05-27,9181.02,12.59,0.3143,1.2284,0.001372
2020-05-28,9525.75,12.53,0.3637,1.224,0.001316
2020-05-29,9439.12,12.45,0.3513,1.2181,0.001319
2020-06-01,10167.27,12.26,0.4555,1.2195,0.001206
2020-06-02,9529.8,12.11,0.3642,1.2203,0.001271
2020-06-03,9656.72,12.96,0.3824,1.2146,0.001342
2020-06-04,9800.64,12.53,0.403,1.209,0.001278
2020-06-05,9665.53,12.52,0.3837,1.2037,0.001295
2020-06-08,9771.49,12.64,0.3988,1.1982,0.001293
2020-06-09,9795.7,12.57,0.4023,1.1926,0.001283
2020-06-10,9870.09,12.39,0.4129,1.1871,0.001256
2020-06-11,9321.78,11.73,0.3345,1.1868,0.001259
2020-06-12,9480.84,11.8,0.3572,1.1817,0.001245
2020-06-15,9450.7,12.27,0.3529,1.1765,0.001298
2020-06-16,9538.02,12.2,0.3654,1.1713,0.001279
2020-06-17,9480.25,12.17,0.3571,1.1663,0.001284
2020-06-18,9411.84,11.95,0.3473,1.1613,0.001269
2020-06-19,9288.02,11.82,0.3296,1.1566,0.001272
2020-06-22,9648.72,11.87,0.3813,1.1534,0.00123
2020-06-23,9629.66,11.75,0.3785,1.1485,0.001221
2020-06-24,9313.61,11.44,0.3333,1.1454,0.001228
2020-06-25,9264.81,11.78,0.3263,1.1407,0.001271
2020-06-26,9162.92,11.6,0.3117,1.1362,0.001266
2020-06-29,9190.85,11.85,0.3157,1.1316,0.001289
2020-06-30,9137.99,11.83,0.3081,1.127,0.001294
2020-07-01,9228.33,11.78,0.3211,1.1226,0.001277
2020-07-02,9123.41,11.73,0.3061,1.1183,0.001286
2020-07-06,9375.47,11.98,0.3421,1.1147,0.001277
2020-07-07,9252.28,11.81,0.3245,1.1106,0.001276
2020-07-08,9428.33,11.82,0.3497,1.1066,0.001254
2020-07-09,9277.97,11.74,0.3282,1.1027,0.001265
2020-07-10,9278.81,11.77,0.3283,1.0985,0.001268
2020-07-13,9243.61,11.58,0.3233,1.0943,0.001253
2020-07-14,9243.21,11.67,0.3232,1.0902,0.001262
2020-07-15,9192.84,12.05,0.316,1.0861,0.00131
2020-07-16,9132.23,11.85,0.3073,1.0822,0.001297
2020-07-17,9151.39,11.83,0.3101,1.0782,0.001293
2020-07-20,9164.23,12.05,0.3119,1.0742,0.001315
2020-07-21,9374.89,12.1,0.3421,1.0708,0.001291
2020-07-22,9525.36,12.12,0.3636,1.0671,0.001272
2020-07-23,9581.07,11.98,0.3716,1.0633,0.00125
2020-07-24,9536.89,11.69,0.3652,1.0596,0.001226
2020-07-27,10990.87,11.77,0.5734,1.0793,0.001071
2020-07-28,10912.82,11.78,0.5622,1.0756,0.00108
2020-07-29,11100.47,12.27,0.5891,1.0721,0.001106
2020-07-30,11111.21,12.22,0.5906,1.0684,0.001099
2020-07-31,11323.47,12.39,0.621,1.065,0.001094
2020-08-03,11246.35,12.37,0.61,1.0614,0.0011
2020-08-04,11205.89,12.33,0.6042,1.0579,0.0011
2020-08-05,11747.02,12.4,0.6816,1.0565,0.001055
2020-08-06,11779.77,12.34,0.6863,1.053,0.001047
2020-08-07,11601.47,12.34,0.6608,1.0499,0.001064
2020-08-10,11878.11,12.36,0.7004,1.0468,0.001041
2020-08-11,11410.53,13.49,0.6335,1.0456,0.001182
2020-08-12,11584.93,13.7,0.6584,1.0423,0.001183
2020-08-13,11784.14,13.7,0.6869,1.0391,0.001163
2020-08-14,11768.87,14.66,0.6848,1.0358,0.001246
2020-08-17,12254.4,14.38,0.7543,1.034,0.001174
2020-08-18,11991.23,14.31,0.7166,1.0314,0.001194
2020-08-19,11758.28,14.17,0.6832,1.0288,0.001205
2020-08-20,11878.37,14.41,0.7004,1.0256,0.001213
2020-08-21,11592.49,14.51,0.6595,1.0232,0.001252
2020-08-24,11774.6,14.86,0.6856,1.0202,0.001262
2020-08-25,11366.13,14.7,0.6271,1.0187,0.001293
2020-08-26,11488.36,14.61,0.6446,1.0156,0.001271
2020-08-27,11323.4,14.65,0.621,1.0129,0.001294
2020-08-28,11542.5,14.69,0.6524,1.0101,0.001273
2020-08-31,11680.82,14.44,0.6722,1.0071,0.001237
2020-09-01,11970.48,14.88,0.7136,1.0046,0.001243
2020-09-02,11414.03,15.0,0.634,1.0044,0.001314
2020-09-03,10245.3,14.43,0.4667,1.0145,0.001408
2020-09-04,10511.81,14.22,0.5048,1.0121,0.001353
2020-09-08,10131.52,13.88,0.4504,1.0107,0.00137
2020-09-09,10242.35,14.11,0.4662,1.0079,0.001378
2020-09-10,10363.14,13.97,0.4835,1.0051,0.001348
2020-09-11,10400.92,14.11,0.4889,1.0022,0.001357
2020-09-14,10680.84,14.26,0.529,0.9999,0.001335
2020-09-15,10796.95,15.57,0.5456,0.9971,0.001443
2020-09-16,10974.91,17.49,0.5711,0.9945,0.001594
2020-09-17,10948.99,16.36,0.5674,0.9917,0.001494
2020-09-18,10944.59,15.96,0.5668,0.989,0.001458
2020-09-21,10462.26,15.22,0.4977,0.9885,0.001454
2020-09-22,10538.46,15.43,0.5086,0.9858,0.001464
2020-09-23,10246.19,14.83,0.4668,0.9841,0.001447
2020-09-24,10760.07,14.61,0.5403,0.9836,0.001357
2020-09-25,10692.72,14.61,0.5307,0.981,0.001367
2020-09-28,10709.65,15.15,0.5331,0.9783,0.001414
2020-09-29,10844.64,14.97,0.5525,0.9758,0.00138
2020-09-30,10784.49,15.06,0.5438,0.9732,0.001396
2020-10-01,10619.45,14.9,0.5202,0.971,0.001403
2020-10-02,10575.97,14.65,0.514,0.9684,0.001385
2020-10-05,10793.34,14.82,0.5451,0.9662,0.001373
2020-10-06,10604.41,15.0,0.5181,0.9641,0.001415
2020-10-07,10668.97,15.31,0.5273,0.9616,0.001435
2020-10-08,10915.69,16.39,0.5626,0.9595,0.001502
2020-10-09,11064.46,16.47,0.5839,0.9571,0.001489
2020-10-12,11555.36,16.65,0.6542,0.9563,0.001441
2020-10-13,11425.9,16.61,0.6357,0.9541,0.001454
2020-10-14,11429.51,16.42,0.6362,0.9516,0.001437
2020-10-15,11495.35,16.6,0.6456,0.9492,0.001444
2020-10-16,11322.12,16.47,0.6208,0.9472,0.001455
2020-10-19,11742.04,16.41,0.6809,0.9459,0.001398
2020-10-20,11916.33,16.91,0.7059,0.9437,0.001419
2020-10-21,12823.69,18.1,0.8358,0.9461,0.001412
2020-10-22,12965.89,18.31,0.8561,0.9438,0.001412
2020-10-23,12931.54,18.43,0.8512,0.9416,0.001425
2020-10-26,13075.25,17.5,0.8718,0.9393,0.001338
2020-10-27,13654.22,17.56,0.9547,0.9386,0.001286
2020-10-28,13271.29,16.22,0.8998,0.9372,0.001222
2020-10-29,13437.88,16.2,0.9237,0.9351,0.001205
2020-10-30,13546.52,16.71,0.9392,0.9328,0.001233
2020-11-02,13550.49,16.66,0.9398,0.9306,0.001229
2020-11-03,13950.3,17.19,0.997,0.929,0.001233
2020-11-04,14133.71,17.25,1.0233,0.9269,0.001221
2020-11-05,15579.85,18.17,1.2303,0.9329,0.001166
2020-11-06,15565.88,18.56,1.2283,0.9307,0.001192
2020-11-09,15332.32,18.5,1.1949,0.9289,0.001207
2020-11-10,15290.9,18.61,1.189,0.9268,0.001217
2020-11-11,15701.34,19.22,1.2477,0.9251,0.001224
2020-11-12,16276.34,18.69,1.33,0.9239,0.001149
2020-11-13,16317.81,19.23,1.336,0.9218,0.001178
2020-11-16,16716.11,20.39,1.393,0.9201,0.00122
2020-11-17,17645.41,20.82,1.526,0.9202,0.00118
2020-11-18,17804.01,21.3,1.5487,0.9182,0.001196
2020-11-19,17817.09,21.71,1.5506,0.9161,0.001219
2020-11-20,18621.31,22.21,1.6657,0.9155,0.001193
2020-11-23,18364.12,22.08,1.6289,0.9138,0.001202
2020-11-24,19107.46,24.72,1.7353,0.9128,0.001294
2020-11-25,18732.12,27.03,1.6816,0.9114,0.001443
2020-11-27,17108.4,27.13,1.4491,0.9172,0.001586
2020-11-30,19625.84,34.28,1.8095,0.9305,0.001747
2020-12-01,18803.0,32.4,1.6917,0.9304,0.001723
2020-12-02,19201.09,32.13,1.7487,0.9286,0.001673
2020-12-03,19445.4,33.16,1.7837,0.9267,0.001705
2020-12-04,18699.77,32.8,1.677,0.9263,0.001754
2020-12-07,19191.63,33.62,1.7474,0.9247,0.001752
2020-12-08,18321.14,28.94,1.6228,0.9249,0.00158
2020-12-09,18553.92,28.62,1.6561,0.923,0.001543
2020-12-10,18264.99,29.03,1.6147,0.9213,0.00159
2020-12-11,18058.9,28.59,1.5852,0.9196,0.001583
2020-12-14,19246.64,27.95,1.7552,0.9206,0.001452
2020-12-15,19417.08,28.58,1.7796,0.9187,0.001472
2020-12-16,21310.6,29.91,2.0507,0.9233,0.001404
2020-12-17,22805.16,29.78,2.2647,0.9246,0.001306
2020-12-18,23137.96,30.12,2.3123,0.9228,0.001302
2020-12-21,22803.08,31.76,2.2644,0.9212,0.001393
2020-12-22,23783.03,33.15,2.4046,0.9204,0.001394
2020-12-23,23241.35,33.72,2.3271,0.9192,0.001451
2020-12-24,23735.95,32.26,2.3979,0.9176,0.001359
2020-12-28,27084.81,37.0,2.8773,0.9285,0.001366
2020-12-29,27362.44,36.61,2.9171,0.9267,0.001338
2020-12-30,28840.95,39.0,3.1287,0.9266,0.001352
2020-12-31,29001.72,38.85,3.1517,0.9247,0.00134
2021-01-04,31971.91,42.52,3.5769,0.9295,0.00133
2021-01-05,33992.43,42.86,3.8662,0.93,0.001261
2021-01-06,36824.36,48.06,4.2716,0.9323,0.001305
2021-01-07,39371.04,53.58,4.6361,0.9333,0.001361
2021-01-08,40797.61,53.16,4.8404,0.9321,0.001303
2021-01-11,35566.66,49.55,4.0915,0.9459,0.001393
2021-01-12,33922.96,51.42,3.8562,0.9463,0.001516
2021-01-13,37316.36,51.93,4.342,0.9503,0.001392
2021-01-14,39187.33,63.1,4.6098,0.9498,0.00161
2021-01-15,36825.37,57.81,4.2717,0.9515,0.00157
2021-01-19,36069.8,59.22,4.1635,0.9502,0.001642
2021-01-20,35547.75,55.08,4.0888,0.9487,0.00155
2021-01-21,30825.7,52.05,3.4128,0.9628,0.001688
2021-01-22,33005.76,57.7,3.7249,0.9638,0.001748
2021-01-25,32366.39,57.14,3.6334,0.9625,0.001765
2021-01-26,32569.85,55.98,3.6625,0.9607,0.001719
2021-01-27,30432.55,54.01,3.3565,0.9627,0.001775
2021-01-28,33466.1,57.84,3.7908,0.9665,0.001728
2021-01-29,34316.39,61.73,3.9125,0.965,0.001799
2021-02-01,33537.18,63.46,3.801,0.9638,0.001892
2021-02-02,35510.29,68.79,4.0835,0.9639,0.001937
2021-02-03,37472.09,74.12,4.3643,0.9637,0.001978
2021-02-04,36926.07,76.56,4.2861,0.9622,0.002073
2021-02-05,38144.31,80.6,4.4605,0.9609,0.002113
2021-02-08,46196.46,104.1,5.6132,0.9825,0.002253
2021-02-09,46481.11,127.29,5.654,0.9807,0.002739
2021-02-10,44918.18,97.45,5.4302,0.9801,0.002169
2021-02-11,47909.33,100.99,5.8584,0.9806,0.002108
2021-02-12,47504.85,103.43,5.8005,0.979,0.002177
2021-02-16,49199.87,95.5,6.0432,0.9778,0.001941
2021-02-17,52149.01,94.18,6.4654,0.9778,0.001806
2021-02-18,51679.8,92.78,6.3982,0.9762,0.001795
2021-02-19,55888.13,96.37,7.0006,0.9778,0.001724
2021-02-22,54207.32,87.6,6.76,0.977,0.001616
2021-02-23,48824.43,69.12,5.9894,0.9834,0.001416
2021-02-24,49705.33,81.77,6.1155,0.9818,0.001645
2021-02-25,47093.85,73.16,5.7417,0.9825,0.001554
2021-02-26,46339.76,75.04,5.6337,0.9811,0.001619
2021-03-01,49631.24,78.24,6.1049,0.9819,0.001577
2021-03-02,48378.99,74.85,5.9257,0.9808,0.001547
2021-03-03,50538.24,73.16,6.2348,0.98,0.001448
2021-03-04,48561.17,64.57,5.9517,0.9797,0.00133
2021-03-05,48927.3,62.02,6.0042,0.9781,0.001268
2021-03-08,52246.52,62.42,6.4793,0.9786,0.001195
2021-03-09,54824.12,71.6,6.8483,0.978,0.001306
2021-03-10,56008.55,75.65,7.0179,0.9765,0.001351
2021-03-11,57805.12,80.38,7.2751,0.9753,0.00139
2021-03-12,57332.09,78.4,7.2073,0.9738,0.001367
2021-03-15,55907.2,76.9,7.0034,0.9728,0.001376
2021-03-16,56804.9,72.43,7.1319,0.9712,0.001275
2021-03-17,58870.89,77.1,7.4276,0.9701,0.00131
2021-03-18,57858.92,73.21,7.2828,0.9689,0.001265
2021-03-19,58346.65,77.7,7.3526,0.9673,0.001332
2021-03-22,54529.14,72.46,6.8061,0.9692,0.001329
2021-03-23,54738.95,67.72,6.8361,0.9676,0.001237
2021-03-24,52774.27,62.16,6.5549,0.9671,0.001178
2021-03-25,51704.16,62.09,6.4017,0.966,0.001201
2021-03-26,55137.31,62.4,6.8931,0.9665,0.001132
2021-03-29,57750.2,63.13,7.2672,0.9659,0.001093
2021-03-30,58917.69,65.4,7.4343,0.9644,0.00111
2021-03-31,58918.83,67.88,7.4345,0.9629,0.001152
2021-04-01,59095.81,70.36,7.4598,0.9614,0.001191
2021-04-05,59057.88,72.06,7.4544,0.9599,0.00122
2021-04-06,58192.36,70.46,7.3305,0.9586,0.001211
2021-04-07,56048.94,65.62,7.0236,0.9583,0.001171
2021-04-08,58323.95,69.01,7.3493,0.9575,0.001183
2021-04-09,58245.0,71.1,7.338,0.956,0.001221
2021-04-12,59893.45,71.82,7.574,0.9548,0.001199
2021-04-13,63503.46,84.85,8.0908,0.9549,0.001336
2021-04-14,63109.7,73.55,8.0344,0.9535,0.001165
2021-04-15,63314.01,74.01,8.0637,0.952,0.001169
2021-04-16,61572.79,69.36,7.8144,0.9512,0.001127
2021-04-19,55724.27,63.75,6.9772,0.9565,0.001144
2021-04-20,56473.03,64.64,7.0844,0.955,0.001145
2021-04-21,53906.09,65.05,6.7169,0.9552,0.001207
2021-04-22,51762.27,59.82,6.41,0.955,0.001156
2021-04-23,51093.65,61.3,6.3143,0.9538,0.0012
2021-04-26,54021.75,65.88,6.7334,0.9537,0.00122
2021-04-27,55033.12,67.7,6.8782,0.9524,0.00123
2021-04-28,54824.7,68.08,6.8484,0.951,0.001242
2021-04-29,53555.11,65.5,6.6666,0.9501,0.001223
2021-04-30,57750.18,65.72,7.2672,0.9514,0.001138
2021-05-03,57200.29,63.56,7.1885,0.9501,0.001111
2021-05-04,53333.54,61.69,6.6349,0.952,0.001157
2021-05-05,57424.01,62.35,7.2205,0.9532,0.001086
2021-05-06,56396.52,60.91,7.0734,0.9522,0.00108
2021-05-07,57356.4,62.05,7.2108,0.9508,0.001082
2021-05-10,55859.8,56.95,6.9966,0.95,0.001019
2021-05-11,56704.57,57.7,7.1175,0.9487,0.001017
2021-05-12,49150.54,54.19,6.0361,0.9597,0.001102
2021-05-13,49716.19,48.81,6.1171,0.9583,0.000982
2021-05-14,49880.54,52.13,6.1406,0.9569,0.001045
2021-05-17,43537.51,48.94,5.2326,0.9666,0.001124
2021-05-18,42909.4,48.72,5.1427,0.9654,0.001135
2021-05-19,37002.44,45.49,4.2971,0.9768,0.001229
2021-05-20,40782.74,47.27,4.8382,0.9799,0.001159
2021-05-21,37304.69,45.05,4.3403,0.9833,0.001208
2021-05-24,38705.98,47.24,4.5409,0.9824,0.001221
2021-05-25,38402.22,46.97,4.4974,0.9811,0.001223
2021-05-26,39294.2,48.28,4.6251,0.9798,0.001229
2021-05-27,38436.97,49.38,4.5024,0.9788,0.001285
2021-05-28,35697.61,47.0,4.1103,0.9807,0.001317
2021-06-01,36684.93,47.78,4.2516,0.9796,0.001302
2021-06-02,37575.18,49.85,4.379,0.9784,0.001327
2021-06-03,39208.77,48.86,4.6129,0.9778,0.001246
2021-06-04,36894.41,48.47,4.2816,0.9787,0.001314
2021-06-07,33560.71,46.98,3.8044,0.9824,0.0014
2021-06-08,33472.63,45.94,3.7918,0.9811,0.001372
2021-06-09,37345.12,51.3,4.3461,0.9854,0.001374
2021-06-10,36702.6,50.87,4.2541,0.9843,0.001386
2021-06-11,37334.4,51.64,4.3446,0.983,0.001383
2021-06-14,40218.48,59.85,4.7574,0.9841,0.001488
2021-06-15,40406.27,63.05,4.7843,0.9828,0.001561
2021-06-16,38347.06,61.98,4.2209,0.9834,0.001616
2021-06-17,38053.5,63.08,3.898,0.9821,0.001658
2021-06-18,35787.25,64.65,3.3837,0.9832,0.001806
2021-06-21,31676.69,58.37,2.9204,0.9912,0.001843
2021-06-22,32505.66,55.37,3.1256,0.991,0.001703
2021-06-23,33723.03,55.3,3.1294,0.991,0.00164
2021-06-24,34662.44,58.19,3.2561,0.9913,0.001679
2021-06-25,31637.78,55.01,2.5839,0.9929,0.001739
2021-06-28,34434.34,62.42,2.9099,0.9962,0.001813
2021-06-29,35867.78,66.9,3.1115,0.9968,0.001865
2021-06-30,35040.84,66.45,2.9244,0.9969,0.001896
2021-07-01,33572.12,65.09,2.8386,0.9977,0.001939
2021-07-02,33897.05,63.56,2.9048,0.9977,0.001875
2021-07-06,34235.2,63.43,3.0725,0.9971,0.001853
2021-07-07,33855.33,63.99,3.0087,0.9972,0.00189
2021-07-08,32877.37,61.84,2.69,0.9965,0.001881
2021-07-09,33798.01,62.87,2.6114,0.9957,0.00186
2021-07-12,33155.85,58.87,2.5588,0.9959,0.001776
2021-07-13,32702.03,57.99,2.4391,0.9959,0.001773
2021-07-14,32822.35,56.04,2.5102,0.9957,0.001707
2021-07-15,31780.73,54.1,2.4197,0.9963,0.001702
2021-07-16,31421.54,52.31,2.4225,0.9963,0.001665
2021-07-19,30817.83,49.87,2.2057,0.9957,0.001618
2021-07-20,29807.35,50.18,2.0635,0.9963,0.001683
2021-07-21,32110.69,55.69,2.278,0.9988,0.001734
2021-07-22,32313.11,55.59,2.2783,0.9988,0.00172
2021-07-23,33581.55,53.97,2.2897,0.999,0.001607
2021-07-26,37337.54,68.25,2.6159,1.0042,0.001828
2021-07-27,39406.94,63.06,2.858,1.0054,0.0016
2021-07-28,39995.91,64.67,2.8785,1.0054,0.001617
2021-07-29,40008.42,62.5,2.9448,1.0052,0.001562
2021-07-30,42235.55,62.6,3.3843,1.0049,0.001482
2021-08-02,39201.95,63.78,3.0799,1.008,0.001627
2021-08-03,38152.98,62.51,2.9388,1.0084,0.001638
2021-08-04,39747.5,67.09,3.1188,1.0091,0.001688
2021-08-05,40869.55,71.56,3.375,1.0087,0.001751
2021-08-06,42816.5,74.87,3.8542,1.0077,0.001749
2021-08-09,46365.4,76.77,4.2781,1.0105,0.001656
2021-08-10,45585.03,75.05,4.2563,1.0106,0.001646
2021-08-11,45593.64,74.75,4.1404,1.0104,0.001639
2021-08-12,44428.29,72.1,4.0557,1.0108,0.001623
2021-08-13,47793.32,72.8,4.4588,1.0131,0.001523
2021-08-16,46004.48,69.75,4.0673,1.0135,0.001516
2021-08-17,44695.36,66.37,3.8994,1.014,0.001485
2021-08-18,44801.19,65.5,4.6541,1.0035,0.001462
2021-08-19,46717.58,67.63,4.9063,1.0042,0.001448
2021-08-20,49339.18,71.66,5.2364,1.0054,0.001452
2021-08-23,49546.15,71.85,8.9675,0.8882,0.00145
2021-08-24,47706.12,71.55,7.5745,0.8829,0.0015
2021-08-25,48960.79,72.67,8.7639,0.8762,0.001484
2021-08-26,46942.22,69.37,7.9831,0.8769,0.001478
2021-08-27,49058.67,70.72,8.3651,0.8777,0.001442
2021-08-30,47054.98,70.3,6.6003,0.864,0.001494
2021-08-31,47166.69,69.43,6.609,0.864,0.001472
2021-09-01,48847.03,70.25,6.6129,0.864,0.001438
2021-09-02,49327.72,69.57,6.3243,0.863,0.00141
2021-09-03,50025.38,71.23,6.4876,0.8629,0.001424
2021-09-07,46811.13,64.8,5.9696,0.8659,0.001384
2021-09-08,46091.39,63.86,6.1241,0.8651,0.001386
2021-09-09,46391.42,64.06,6.215,0.865,0.001381
2021-09-10,44883.91,61.56,5.971,0.8658,0.001371
2021-09-13,44963.07,64.27,5.8056,0.8656,0.001429
2021-09-14,47092.49,61.85,5.9319,0.8663,0.001313
2021-09-15,48176.35,63.3,6.1548,0.8663,0.001314
2021-09-16,47783.36,63.3,5.5711,0.8635,0.001325
2021-09-17,47267.52,61.43,5.5865,0.8634,0.0013
2021-09-20,42843.8,58.84,4.8417,0.8694,0.001373
2021-09-21,40693.68,58.1,4.5729,0.8712,0.001428
2021-09-22,43574.51,59.96,5.3659,0.8707,0.001376
2021-09-23,44895.1,61.66,5.5613,0.8711,0.001373
2021-09-24,42839.75,59.94,5.4497,0.8719,0.001399
2021-09-27,42235.73,59.47,4.9346,0.8698,0.001408
2021-09-28,41034.54,57.35,4.7826,0.8704,0.001398
2021-09-29,41564.36,56.63,5.0396,0.8697,0.001363
2021-09-30,43790.89,57.84,5.3647,0.871,0.001321
2021-10-01,48116.94,61.25,5.7606,0.8751,0.001273
2021-10-04,49112.9,60.72,5.6103,0.8744,0.001236
2021-10-05,51514.81,65.1,5.8223,0.8754,0.001264
2021-10-06,55361.45,67.38,6.1016,0.8775,0.001217
2021-10-07,53805.98,69.28,5.892,0.8781,0.001288
2021-10-08,53967.85,70.88,5.132,0.8706,0.001313
2021-10-11,57484.79,73.18,5.6391,0.8723,0.001273
2021-10-12,56041.06,71.07,5.3218,0.8726,0.001268
2021-10-13,57401.1,72.63,5.4404,0.8728,0.001265
2021-10-14,57321.52,72.39,5.3669,0.8728,0.001263
2021-10-15,61593.95,74.99,5.6453,0.8751,0.001217
2021-10-18,62026.08,73.96,5.2328,0.8726,0.001192
2021-10-19,64261.99,72.72,5.5289,0.8729,0.001132
2021-10-20,65992.84,75.82,6.672,0.8619,0.001149
2021-10-21,62210.17,73.54,6.0657,0.8641,0.001182
2021-10-22,60692.27,71.85,5.5472,0.8634,0.001184
